school_id,school_name,sort_name,text
8013,同济大学,TONGJI,同济大学是国家“985工程”和“211工程”重点建设的教育部直属高校，在百余年办学历程中，始终注重人才培养、科学研究、社会服务、文化传承创新四大功能均衡发展，综合实力位居国内高校前列。 同济大学的前身是1907年德国医生埃里希·宝隆在上海创办的德文医学堂，1927年成为国立同济大学，是中国最早的七所国立大学之一。“同心同德同舟楫，济人济事济天下”。今天的同济大学正满怀豪情，朝着“建设以可持续发展为导向的世界一流大学”的目标奋力前行！
8003,上海交通大学,SJTU,上海交通大学是我国历史最悠久、享誉海内外的著名高等学府之一，是教育部直属并与上海市共建的全国重点大学。经过122年的不懈努力，上海交通大学已经成为一所“综合性、研究型、国际化”的国内一流、国际知名大学。  一百多年来，学校为国家和社会培养了20余万各类优秀人才，包括一批杰出的政治家、科学家、社会活动家、实业家、工程技术专家和医学专家。截至2017年12月，学校共有29个学院/直属系，24个研究院，13家附属医院，2个附属医学研究所，12个直属单位，6个直属企业。
8015,华东师范大学,ECNU,"华东师范大学是教育部直属、教育部与上海市共建的首批全国重点大学，是列入国家“211工程”，“985工程”,“2011计划”的重点建设的综合性研究型大学，是教育部“援疆学科建设计划”40所重点高校之一，同时也是国家“111计划”和“长三角高校合作联盟”的重要成员。华东师范大学成立于1951年10月16日，学校是以大夏大学（1924年）、光华大学（1925年）为基础，同时调进复旦大学、浙江大学、同济大学和圣约翰大学等高校的部分系科，在大夏大学原址上创办的新中国第一所师范大学。"
9011,中国人民大学,RUC,中国人民大学（Renmin University of China）是一所以人文社会科学为主的综合性研究型全国重点大学，直属于教育部，由教育部与北京市共建。学校的前身是1937年诞生于抗日战争烽火中的陕北公学，以及后来的华北联合大学和华北大学。1949年12月16日，中央人民政府政务院第十一次政务会议根据中共中央政治局的建议，通过了《关于成立中国人民大学的决定》。1950年10月3日，以华北大学为基础合并组建的中国人民大学隆重举行开学典礼，成为新中国创办的第一所新型正规大学。
9009,东南大学,SEU,"东南大学是中央直管、教育部直属的全国重点大学，是“985工程”和“211工程”重点建设的大学之一。学校坐落于历史文化名城南京，占地面积5880亩，建有四牌楼、九龙湖、丁家桥等校区。
        东南大学是我国最早建立的高等学府之一，素有“学府圣地”和“东南学府第一流”之美誉。东南大学前身是创建于1902年的三江师范学堂。1921年经近代著名教育家郭秉文先生竭力倡导，以南京高等师范学校为基础正式建立国立东南大学，成为当时国内仅有的两所国立综合性大学之一。"
9001,中国科学技术大学,USTC,中国科学技术大学，简称“中国科大”，是中国科学院直属的一所以前沿科学和高新技术为主、兼有特色管理和人文学科的综合性全国重点大学，是国家首批7所“211工程”和首批9所“985工程”建设的大学之一，也是唯一参与中科院“知识创新工程”的大学，为中国科学院、教育部和安徽省重点共建高校，是九校联盟（C9）成员、中国大学校长联谊会成员、东亚研究型大学协会成员、环太平洋大学联盟成员，是首批“2011协同创新中心”和中科院知识创新工程重点建设院校。
8002,厦门大学,XMU,"厦门大学由著名爱国华侨领袖陈嘉庚先生于1921年创办，是中国近代教育史上第一所华侨创办的大学，也是国家“211工程”和“985工程”重点建设的高水平大学。
建校以来，学校秉承“自强不息，止于至善”的校训，积累了丰富的办学经验，形成了鲜明的办学特色，成为一所学科门类齐全、师资力量雄厚、居国内一流、在国际上有广泛影响的综合性大学。建校迄今，已先后为国家培养了30万多名本科生和研究生，在厦大学习、工作过的两院院士达60多人。"
8005,山东大学,SDU,山东大学是中国近代高等教育的起源性大学之一，其主体创建于清光绪27年（公元1901年），初名山东大学堂，是继京师大学堂之后中国创办的第二所国立大学，是中国第一所按章程办学的大学。此后学校先后历经了山东大学堂、山东高等学堂、国立青岛大学、国立山东大学、山东大学以及由原山东大学、山东医科大学、山东工业大学三校合并组建的新山东大学等几个历史发展时期。是教育部直属综合性全国重点大学，国家“211工程”、“985工程”大学，国家“111计划”、“珠峰计划”、“卓越计划”建设高校。
8004,中国海洋大学,OUC,中国海洋大学（Ocean University of China）原名青岛海洋大学，位于中国山东省青岛市。始建于1924年，是教育部直属的一所以海洋和水产学科为特色，包括理学、工学、农学、医（药）学、经济学、管理学、文学、法学、教育学、历史学等学科门类较为齐全的教育部直属综合性大学，是国家“985工程”、“211工程”和“卓越工程师教育培养计划”重点建设建设大学之一，是国务院学位委员会首批批准的具有博士、硕士、学士学位授予权的单位。
9008,华中科技大学,HUST,"华中科技大学是国家教育部直属的全国重点大学，由原华中理工大学、同济医科大学、武汉城市建设学院于2000年5月26日合并成立，是首批列入国家“211工程”重点建设和国家“985工程”建设高校之一。
学校贯彻建设“学生、学者与学术的大学”的教育思想，秉承“育人为本、创新是魂、责任以行”的办学理念，坚持“一流教学、一流本科”的建设目标，采取多种举措，深化教育教学改革，全面推进素质教育，构建和完善充满活力的创新人才培养体系。几十年来，已为国家培养了近40万名高级人才。"
8006,湖南大学,HNU,湖南大学，简称湖大，坐落在湖南长沙湘江西岸的国家5A级风景名胜岳麓山风景名胜区。是隶属教育部的全国重点大学，“211工程”、“985工程”重点建设高校，“111计划”、“卓越工程师教育培养计划”、“卓越法律人才教育培养计划”建设高校，是“卓越研究生生源合作协议”高校成员之一和“高水平大学优秀研究生生源互推联盟”高校成员之一。
9019,中南大学,CSU,中南大学（Central South University）坐落在中国历史文化名城——湖南省长沙市，是中央直管、教育部直属的湖南省唯一副部级全国重点大学，国家“211工程”、“985工程”、“2011计划”首批重点建设的大学，是“111计划”、“卓越工程师教育培养计划”、“卓越医生教育培养计划”、“卓越法律人才教育培养计划”入选高校，是教育部、工业和信息化部、湖南省三方重点共建大学。
8014,国防科技大学,NUDT,"国防科技大学（National University of Defense Technology）坐落于湖南长沙，前身是1953年创建于黑龙江省哈尔滨市的军事工程学院，简称“哈军工”，1970年学校主体南迁长沙，改名为长沙工学院，1978年改建为国防科学技术大学。是国防部和教育部双重领导下的国家重点综合性大学，列入国家“985工程”和“211工程”的重点建设。
学校为一所涵盖理学、工学、军事学、管理学、经济学、哲学、文学、教育学、法学、历史学等10个学科门类的综合大学。"
8010,中山大学,SYSU,中山大学由孙中山先生创办，有着一百多年办学传统，是学术与文化中国南方重镇和人才培养南方高地。主校区位于中国现代大都市──广州，校区同时延伸至美丽的海滨城市珠海。作为中国教育部直属高校，在教育部和广东省共同支持下，通过“211工程”和“985工程”的建设，中山大学已经成为一所国内一流、国际知名大学，正在向世界一流大学迈进，努力成为全球学术重镇。
9015,华南理工大学,SCUT,"华南理工大学是直属教育部的全国重点大学，坐落在南方名城广州，占地面积294多万平方米,原名华南工学院，组建于1952年全国高等学校院系调整时期。经过60多年的建设和发展，华南理工大学成为以工见长，理工结合，管、经、文、法等多学科协调发展的综合性研究型大学。
轻工技术与工程、食品科学与工程、城乡规划学、材料科学与工程、建筑学、化学工程与技术、风景园林学等学科整体水平进入全国前十位。化学、材料学、工程学、农业科学、物理学、生物学与生物化学6个学科进入国际ESI全球排名前1%。"
9014,四川大学,SCU,四川大学是教育部直属全国重点大学，是布局在中国西部、“985工程”和“211工程”重点建设的高水平研究型综合大学。四川大学由原四川大学、原成都科技大学、原华西医科大学三所全国重点大学经过两次合并而成。四川大学在长期的办学历程中，形成了深厚的人文底蕴、扎实的办学基础和以校训“海纳百川，有容乃大”、校风“严谨、勤奋、求是、创新”为核心的川大精神。
9012,重庆大学,CQU,"重庆大学坐落于长江上游地区经济和金融中心、美丽的山水都市——中央直辖市重庆，是中央直管、教育部直属的副部级全国重点大学，国家“211工程”、“985工程”首批重点建设的大学，“2011计划”、“111计划”入选高校，“卓越大学联盟”的主要成员。
重庆大学创办于1929年，经1952年全国院系调整，重大在1960年成为全国重点大学；2000年，学校与重庆建筑大学、重庆建筑高等专科学校（大专和中专部）合并组建新的重庆大学。"
9013,电子科技大学,UESTC,电子科技大学（University of Electronic Science and Technology of China）是教育部直属、国家“985工程”“211工程”重点建设大学、国家“双一流”建设高校（A类），坐落于有“天府之国”之称的西部经济、文化、交通中心——四川省成都市，是一所完整覆盖整个电子类学科，以电子信息科学技术为核心，以工为主，理工渗透，理、工、管、文、医协调发展的多科性研究型大学，被誉为“电子类院校排头兵”“民族电子工业摇篮”。
9007,西安交通大学,XJTU,西安交通大学是国家教育部直属重点大学，为我国最早兴办的高等学府之一。其前身是1896年创建于上海的南洋公学，1921年改称交通大学，1956年国务院决定交通大学内迁西安，1959年定名为西安交通大学，并被列为全国重点大学。西安交通大学是“七五 ”、“八五”首批重点建设项目学校，是首批进入国家“211”和 “985”工程建设，被国家确定为以建设世界知名高水平大学为目标的学校。2017年，在国家公布的“双一流”建设名单中，入选一流大学A类建设高校，8个学科入选一流建设学科。
9017,西北工业大学,NWPU,西北工业大学坐落于古都西安，是一所以发展航空、航天、航海工程教育和科学研究为特色，以工、理为主，管、文、经、法协调发展的研究型、多科性和开放式的科学技术大学，隶属于工业和信息化部。是“卓越大学联盟”成员高校之一。学校1960年被国务院确定为全国重点大学，“七五”、“八五”均被国务院列为重点建设的全国15所大学之一，“九五”首批进入国家“211工程”立项建设，“十五”进入国家“985工程”重点建设。
9021,西北农林科技大学,NWSUAF,西北农林科技大学地处国家级农业高新技术产业示范区——陕西杨凌，教育部直属、国家“985工程”和“211工程”重点建设高校，首批入选国家“世界一流大学和一流学科”建设高校。学校前身是创建于1934年的国立西北农林专科学校。1999年经国务院批准，由原西北农业大学、西北林学院、中国科学院水利部水土保持研究所等7所科教单位合并组建。建校80多年来，学校秉承“经国本，解民生，尚科学”的办学理念坚持走产学研相结合的办学道路，为推动我国农业现代化建设和农业科教事业发展做出了突出贡献。
9016,兰州大学,LZU,兰州大学（Lanzhou University），是教育部直属的全国重点大学。学校位于甘肃省省会兰州市，是中国高层次人才培养和科学技术研究的重要基地，始于1909年创建的甘肃法政学堂，学校名列国家“985工程”、“211工程”重点建设高校，是国家32所副部级重点建设高校之一，教育部批准建研究生院的56所高校之一，是国家研究生自主划线的34所名牌大学之一，是北约高校联盟和上海合作组织大学重要成员之一，也是国家“111计划”、“珠峰计划”、“2011计划”、“卓越法律人才培养计划”重点建设名校。
1001176003,北京工业大学,bjut,北京工业大学创建于1960年，是以工为主，理、工、经、管、文、法、艺术相结合的市属重点大学。1981年成为硕士学位授予单位，1985年成为博士学位授予单位，1996年跨入“211工程”重点大学行列。2017年进入一流学科建设行列。现有64个本科专业、33个硕士学位授权点、20个博士学位授权点、3个国家重点学科、39个市重点学科。坚持“立足北京，服务北京，辐射全国，面向世界”定位；秉承“不息为体，日新为道”校训，实施人才强校、特色发展和开放办学战略，开启世界一流大学和一流学科建设新征程。
20002,中央财经大学,CUFE,中央财经大学（Central University of Finance and Economics）是教育部直属，教育部、财政部和北京市共建的大学，是国家“双一流”建设、“211工程”建设和首批“优势学科创新平台”项目建设高校，2017年9月成为国家“世界一流学科建设高校”。学校拥有应用经济学国家“双一流”建设学科，是首批实施“长江学者奖励计划”的人文社科类院校。长期以来，学校秉持“忠诚、团结、求实、创新”的校训，传承“求真求是，追求卓越”的办学理念，形成了鲜明的办学特色，为国家经济建设和社会发展培养了14万余名各级各类高素质人才，被誉为“中国财经管理专家的摇篮”。
1001171002,中国政法大学,cupl,中国政法大学是一所以法学为特色和优势，兼有文学、历史学、哲学、经济学、管理学、教育学、理学、工学等学科的“211工程”重点建设大学，“985工程优势学科创新平台”“2011计划”和“111计划”（高校学科创新引智计划）重点建设高校，国家“双一流”建设高校，直属于国家教育部，正致力于建设世界一流大学和一流学科。学校校训：厚德、明法、格物、致公。学校办学目标：学校遵循国家教育方针和高等教育规律，弘扬传统，与时俱进，努力办成开放式、国际化、多科性、创新型的世界一流法科强校。
57001,北京邮电大学,BUPT,北京邮电大学是教育部直属、工业和信息化部共建、首批进行“211工程”建设的全国重点大学，是“985优势学科创新平台”项目重点建设高校，是一所以信息科技为特色、工学门类为主体、工管文理协调发展的多科性大学，是我国信息科技人才的重要培养基地。
74001,北京交通大学,NJTU,"北京交通大学是教育部直属，教育部、中国铁路总公司、北京市人民政府共建的全国重点大学，是国家“211工程”、“985工程优势学科创新平台”项目建设高校和具有研究生院的全国首批博士、硕士学位授予高校。我校牵头的“2011计划”“轨道交通安全协同创新中心”是国家首批14个认定的协同创新中心之一。
学校位于首都北京“学府胜地”海淀区，毗邻中国“硅谷”中关村，有东西两个校区，总面积1000余亩，建筑面积84万平方米，教学、科研设施完善，校园环境优美。"
75001,北京中医药大学,BUCM,"北京中医药大学（Beijing University of Chinese Medicine）创建于1956年，原名北京中医学院，是新中国最早成立的高等中医院校之一，1993年更名为北京中医药大学；2000年与北京针灸骨伤学院合并组成新的北京中医药大学。
现在北京中医药大学作为中华人民共和国教育部直属的一所以中医药学科为特色的全国重点大学，是国家“211工程”、“985工程优势学科创新平台”重点建设院校之一，是“111计划”入选高校，被誉为中国中医药领域的首善院校和最高学府。"
101001,华北电力大学,NCEPU,华北电力大学（North China Electric Power University），简称华电，是中华人民共和国教育部直属的一所以工为主，兼有理、文、经、管、法等多个学科门类，具有鲜明特色，面向社会服务的多科性全国重点大学。系国家“211工程”、“985工程优势学科创新平台”重点建设，列入“111计划”、“卓越计划”。由教育部与国家电网公司等七家国有电力企业集团组成的理事会共建。作为中国能源电力领域最高学府，素有“电力黄埔”的美誉。
110001,北京科技大学,USTB,北京科技大学（University of Science & Technology Beijing，USTB）是中华人民共和国教育部直属的一所以工科为主，工学、理学、管理学、文学、经济学、法学等多学科协调发展的全国重点大学，是国家“211工程”、“985工程优势学科创新平台”重点建设院校，入选“2011计划”、“卓越工程师教育培养计划”、“高等学校学科创新引智计划（111计划）“、“国家建设高水平大学公派研究生项目”，是北京高科大学联盟成员，设有研究生院。
113001,中国石油大学（北京）,CUP,中国石油大学（北京）一校两地（北京、克拉玛依），北京昌平校区坐落在风景秀丽的军都山南麓，校园占地面积700余亩；克拉玛依校区位于新疆维吾尔自治区克拉玛依市，校园占地面积7000余亩。学校是一所石油特色鲜明、以工为主、多学科协调发展的教育部直属的全国重点大学，是设有研究生院的高校之一。1997年，学校首批进入国家“211工程”建设高校行列；2006年，成为国家“优势学科创新平台”项目建设高校。2017年，学校进入国家一流学科建设高校行列，全面开启建设中国特色世界一流大学的新征程。
1001175001,北京外国语大学,BFSU,北京外国语大学坐落在北京市海淀区西三环北路，在三环路两侧分设东、西两个校区，是教育部直属、“985”优势学科创新平台和首批国家“211工程”建设的全国重点大学，是目前我国高等院校中历史悠久、教授语种最多、办学层次齐全的外国语大学。
1001298001,北京化工大学,BUCT,北京化工大学创办于1958年，原名北京化工学院，是新中国为“培养尖端科学技术所需求的高级化工人才”而创建的一所高水平大学。作为教育部直属的全国重点大学，国家“211工程”和“‘985’优势学科创新平台”重点建设院校，肩负着高层次创新人才培养和基础性、前瞻性科学研究以及原创性高新技术开发的使命。经过半个多世纪的建设，北京化工大学已经发展成为理科基础坚实，工科实力雄厚，管理学、经济学、法学、文学、教育学、哲学、医学等学科富有特色的多科性重点大学。
1001353001,对外经济贸易大学,UIBE,对外经济贸易大学（University of International Business and Economics），是教育部直属的全国重点大学，以经济管理学科为主，经、管、法、文、理协调发展的多科性国家“211工程”重点建设大学。拥有国家级重点学科2个，国家级人文社会科学重点研究基地1个，教育部战略研究（培育）基地1个、教育战略与规划研究中心1个，北京市重点学科7个，北京市哲学社会科学研究基地1个，博士后流动站4个，一级学科博士点5个，一级学科硕士点8个，专业硕士学位授权点12个，本科专业46个。
1001439001,中央音乐学院,CCOM,中央音乐学院是一所培养高级专门音乐人才的高等学府。代表中国专业音乐教育水平，在国内外享有很高声誉的音乐学府。全国艺术院校中唯一一所国家重点大学和 “211工程”建设院校，2017年入选国家“双一流”学科建设高校。现设有作曲系、音乐学系、指挥系、钢琴系、管弦系、民乐系、声乐歌剧系、音乐教育学院、提琴制作研究中心、乐队学院、附属中等音乐学校、现代远程音乐教育学院、继续教育学院等教学院系和教育部人文社会科学重点研究基地——音乐学研究所等机构。
1001568001,北京林业大学,BFU,北京林业大学是教育部直属、教育部与国家林业局共建的全国重点大学。2017年，入选世界一流学科建设高校行列，林学和风景园林学两个学科入围“双一流”建设学科名单。学校以生物学、生态学为基础，以林学、风景园林学、林业工程、农林经济管理为特色，是农、理、工、管、经、文、法、哲、教、艺等多门类协调发展的全国重点大学。学校形成了“知山知水，树木树人”的办学理念，为国家培养了10多万名高级专门人才，其中包括15名两院院士，为我国林业事业和经济社会发展做出了卓越贡献。
1001569001,中国矿业大学（北京）,CUMTB,中国矿业大学（北京）是教育部直属的全国重点高校、国家“211工程”、“985优势学科创新平台项目”、一流学科建设高校，设有研究生院和11个学院，现有学院路和沙河两个校区。学校拥有百余年办学历史，经过长期发展和建设，形成了以理工为主、以矿业与安全为特色，理工文管法经等多学科协调发展的学科专业体系和多科性大学的基本格局。学校始终坚持以育人为本，全力建设研究型本科教育和开放式研究生教育，努力构建能源工业精英教育教学体系，培养德智体美劳全面发展的高级专门人才。
1001617001,北京体育大学,BSU,北京体育大学成立于1953年，原名中央体育学院，1956年更名为北京体育学院，1993年更名为北京体育大学，是全国重点院校、国家“211工程”重点建设大学，并已成功入选国家首批“双一流”建设高校名单，具有光荣的办学历史、深厚的文化底蕴和扎实的办学基础，在国内外享有盛誉，隶属国家体育总局。学校秉持“增强民族体质 弘扬体育精神 探索科学真理 引领文明进步”的办学理念与使命，北体精神与校风为“爱国 拼搏 求实 创新”，校训为“追求卓越”。
1001621001,中国传媒大学,CUC,中国传媒大学是教育部直属的“一流学科建设高校”，“211工程”重点建设大学，“985优势学科创新平台”重点建设高校，中国传媒大学致力于高层次、复合型创新人才培养。建校60多年来，学校培养了大批信息传播领域高层次人才，为党和国家的传媒事业以及经济社会发展作出了重要贡献，被誉为“中国广播电视及传媒人才摇篮”“信息传播领域知名学府”。作为信息传播研究领域的学术重镇，学校致力于传媒内容和形式创新研究、传媒高新技术研发和为政府企事业单位决策咨询服务，形成了一批重要科研成果。
1203066801,中国地质大学（北京）,ZGDZDXBJ,"中国地质大学（北京）位于北京市海淀区学院路，学校的前身是1952年院系调整时期由北京大学、清华大学、天津大学和唐山铁道学院等院校的地质系（科）合并组建的北京地质学院，是建国初期著名的“八大学院”之一。
中国地质大学（北京）是教育部直属、国土资源部共建的以地质、资源、环境、地学工程技术、资源产业经济为特色，理、工、文、管、经、法等多科协调发展的全国重点大学。是国家首批“211工程”、“985工程优势学科创新平台”重点建设高校，位列国家“双一流”世界一流学科建设高校。"
63001,河北工业大学,HEBUT,河北工业大学是一所以工为主、多学科协调发展的国家“211工程”重点建设大学。学校隶属河北，位于天津。学校的前身是创办于1903年的北洋工艺学堂，1995年更名为河北工业大学。建校111年来，学校秉承“勤慎公忠”的校训精神，逐步形成了“工学并举”的鲜明办学特色与“勤奋、严谨、求实、进取”的优良校风，已培养20万名毕业生。学校建有70个本科专业，涵盖工、理、经、管、文、法、艺七大学科门类；设有17个学院、1个直属教学部和2个教学管理学院。
1001396001,天津医科大学,TJYKDX,天津医科大学(Tianjin Medical University）是天津市教育委员会主管的一所研究教学型医科重点大学，是“211工程”重点建设院校之一，国家首批“双一流”世界一流学科建设高校，首批教育部来华留学示范基地建设高校，“卓越医生教育培养计划”试点高校，是国家最早批准试办八年制的医学院校，也是首批试办七年制的15所院校之一。
1001437002,上海外国语大学,SHISU,上海外国语大学（Shanghai International Studies University，SISU）创建于1949年12月，是新中国成立后兴办的第一所高等外语学府，是新中国外语教育的发祥地之一，是教育部直属并与上海市共建、进入国家“211工程”和“双一流”建设的全国重点大学。上外秉承“格高志远、学贯中外”的校训精神和“诠释世界、成就未来”的办学理念，以“服务国家发展、服务人的全面成长、服务社会进步、服务中外人文交流”为办学使命，致力于建成国别区域全球知识领域特色鲜明的世界一流外国语大学。
1001171001,上海财经大学,SHUFE,"上海财经大学源于1917年南京高等师范学校创办的商科。1932年独立建校，定名为国立上海商学院，时为国内唯一的国立商科类本科高校。1950年，学校更名为上海财政经济学院。1985年，学校更名为上海财经大学。2000年，学校由财政部划归教育部领导，现由教育部、财政部和上海市人民政府共建。
上海财经大学是一所以经济管理学科为主，经、管、法、文、理协调发展的多科性重点大学。学校占地818亩，设有三个校区，主校区位于国定路777号。学校正在为成为国际知名的高水平研究型大学而努力！"
